Original,Human-readable,topic_2_environmental_regulation,topic_4_customer_orientation,topic_6_shareholder_affiliation,topic_8_hiring_employees,topic_9_natural_disaster,topic_11_litigation,topic_12_carbon_emissions,topic_13_labor_issues,topic_14_supply_chain_problems,topic_15_taxes,is_overlap
tax_worldlanguages_palembang,palembang,,,,,,,,,,,
tax_worldlanguages_palin,pal in,,,,,,,,,,,
tax_worldlanguages_palma,palma,,,,,,,,,,,
tax_worldlanguages_palmas,palmas,,,,,,,,,,,
tax_worldlanguages_paran,paran,,,,,,,,,,,
tax_worldlanguages_persian,persian,,,,,,,,,,,
tax_worldlanguages_polish,polish,,,,,,,,,,,
tax_worldlanguages_portuguese,portuguese,,,,,,,,,,,
tax_worldlanguages_pradhan,prad han,,,,,,,,,,,
tax_worldlanguages_punjabi,punjabi,,,,,,,,,,,
tax_worldlanguages_qatari,qatar i,,,,,,,,,,,
tax_worldlanguages_qiang,q i ang,,,,,,,,,,,
tax_worldlanguages_rakhine,rakh ine,,,,,,,,,,,
tax_worldlanguages_rawat,raw at,,,,,,,,,,,
tax_worldlanguages_romanian,romanian,,,,,,,,,,,
tax_worldlanguages_romanians,romanian s,,,,,,,,,,,
tax_worldlanguages_russia,russia,,,,,,,,,,,
tax_worldlanguages_russian,russian,,,,,,,,,,,
tax_worldlanguages_russians,russians,,,,,,,,,,,
tax_worldlanguages_russias,russia s,,,,,,,,,,,
tax_worldlanguages_samaritan,samaritan,,,,,,,,,,,
tax_worldlanguages_sanya,s anya,,,,,,,,,,,
tax_worldlanguages_saxon,saxon,,,,,,,,,,,
tax_worldlanguages_scots,scots,,,,,,,,,,,
tax_worldlanguages_seneca,seneca,,,,,,,,,,,
tax_worldlanguages_serbian,serbian,,,,,,,,,,,
tax_worldlanguages_serra,serra,,,,,,,,,,,
tax_worldlanguages_serrano,serrano,,,,,,,,,,,
tax_worldlanguages_sicilian,sicilian,,,,,,,,,,,
tax_worldlanguages_sign_language,sign language,,,,,,,,,,,
tax_worldlanguages_sioux,sioux,,,,,,,,,,,
tax_worldlanguages_slavic,slavic,,,,,,,,,,,
tax_worldlanguages_slovak,slovak,,,,,,,,,,,
tax_worldlanguages_slovakian,slovakian,,,,,,,,,,,
tax_worldlanguages_slovene,slovene,,,,,,,,,,,
tax_worldlanguages_slovenian,slovenian,,,,,,,,,,,
tax_worldlanguages_slovenians,slovenian s,,,,,,,,,,,
tax_worldlanguages_somali,somali,,,,,,,,,,,
tax_worldlanguages_spanish,spanish,,,,,,,,,,,
tax_worldlanguages_spokane,spokane,,,,,,,,,,,
tax_worldlanguages_swabian,swabian,,,,,,,,,,,
tax_worldlanguages_swedish,swedish,,,,,,,,,,,
tax_worldlanguages_syriac,syriac,,,,,,,,,,,
tax_worldlanguages_taichung,taichung,,,,,,,,,,,
tax_worldlanguages_tajik,tajik,,,,,,,,,,,
tax_worldlanguages_tamara,tamara,,,,,,,,,,,
tax_worldlanguages_tamil,tamil,,,,,,,,,,,
tax_worldlanguages_tas,tas,,,,,,,,,,,
tax_worldlanguages_tatar,tatar,,,,,,,,,,,
tax_worldlanguages_tatars,tatars,,,,,,,,,,,
tax_worldlanguages_telugu,telugu,,,,,,,,,,,
tax_worldlanguages_temer,t emer,,,,,,,,,,,
tax_worldlanguages_terri,terri,,,,,,,,,,,
tax_worldlanguages_tibetan,tibetan,,,,,,,,,,,
tax_worldlanguages_timor,timor,,,,,,,,,,,
tax_worldlanguages_tunisian,tunisian,,,,,,,,,,,
tax_worldlanguages_turkish,turkish,,,,,,,,,,,
tax_worldlanguages_turkmen,turkmen,,,,,,,,,,,
tax_worldlanguages_uighur,uighur,,,,,,,,,,,
tax_worldlanguages_ukrainian,ukrainian,,,,,,,,,,,
tax_worldlanguages_ukrainians,ukrainians,,,,,,,,,,,
tax_worldlanguages_uzbek,uzbek,,,,,,,,,,,
tax_worldlanguages_vietnamese,vietnamese,,,,,,,,,,,
tax_worldlanguages_wagga,wagga,,,,,,,,,,,
tax_worldlanguages_wanda,wanda,,,,,,,,,,,
tax_worldlanguages_welsh,welsh,,,,,,,,,,,
tax_worldlanguages_wichita,wichita,,,,,,,,,,,
tax_worldlanguages_xiang,xian g,,,,,,,,,,,
tax_worldlanguages_yosemite,yosemite,,,,,,,,,,,
tax_worldlanguages_zedong,zed ong,,,,,,,,,,,
tax_worldlanguages_zhuang,z huang,,,,,,,,,,,
tax_worldmammals,world mammals,,,,,,,,,,,
tax_worldmammals_ass,ass,,,,,,,,,,,
tax_worldmammals_bat,bat,,,,,,,,,,,
tax_worldmammals_bats,bats,,,,,,,,,,,
tax_worldmammals_bear,bear,,,,,,,,,,,
tax_worldmammals_bears,bears,,,,,,,,,,,
tax_worldmammals_cat,cat,,,,,,,,,,,
tax_worldmammals_cats,cats,,,,,,,,,,,
tax_worldmammals_cheetah,cheetah,,,,,,,,,,,
tax_worldmammals_coyote,coyote,,,,,,,,,,,
tax_worldmammals_deer,deer,,,,,,,,,,,
tax_worldmammals_dog,dog,,,,,,,,,,,
tax_worldmammals_dogs,dogs,,,,,,,,,,,
tax_worldmammals_dolphin,dolphin,,,,,,,,,,,
tax_worldmammals_dolphins,dolphins,,,,,,,,,,,
tax_worldmammals_drill,drill,,,,,,,,,,,
tax_worldmammals_drills,drills,,,,,,,,,,,
tax_worldmammals_elk,elk,,,,,,,,,,,
tax_worldmammals_fisher,fisher,,,,,,,,,,,
tax_worldmammals_fox,fox,,,,,,,,,,,
tax_worldmammals_foxes,foxes,,,,,,,,,,,
tax_worldmammals_giraffe,giraffe,,,,,,,,,,,
tax_worldmammals_goat,goat,,,,,,,,,,,
tax_worldmammals_goats,goats,,,,,,,,,,,
tax_worldmammals_horse,horse,,,,,,,,,,,
tax_worldmammals_horses,horses,,,,,,,,,,,
tax_worldmammals_human,human,,,,,,,,,,,
tax_worldmammals_humans,humans,,,,,,,,,,,
tax_worldmammals_jaguar,jaguar,,,,,,,,,,,
tax_worldmammals_kangaroo,kangaroo,,,,,,,,,,,
tax_worldmammals_leopard,leopard,,,,,,,,,,,
tax_worldmammals_lion,lion,,,,,,,,,,,
tax_worldmammals_lions,lions,,,,,,,,,,,
tax_worldmammals_mice,mice,,,,,,,,,,,
tax_worldmammals_moose,moose,,,,,,,,,,,
tax_worldmammals_mouse,mouse,,,,,,,,,,,
tax_worldmammals_panda,panda,,,,,,,,,,,
tax_worldmammals_pandas,pandas,,,,,,,,,,,
tax_worldmammals_polar_bear,polar bear,,,,,,,,,,,
tax_worldmammals_polar_bears,polar bears,,,,,,,,,,,
tax_worldmammals_rabbit,rabbit,,,,,,,,,,,
tax_worldmammals_rabbits,rabbits,,,,,,,,,,,
tax_worldmammals_raccoon,raccoon,,,,,,,,,,,
tax_worldmammals_rat,rat,,,,,,,,,,,
tax_worldmammals_rats,rats,,,,,,,,,,,
tax_worldmammals_reindeer,reindeer,,,,,,,,,,,
tax_worldmammals_sable,sable,,,,,,,,,,,
tax_worldmammals_seal,seal,,,,,,,,,,,
tax_worldmammals_seals,seals,,,,,,,,,,,
tax_worldmammals_sheep,sheep,,,,,,,,,,,
tax_worldmammals_squirrel,squirrel,,,,,,,,,,,
tax_worldmammals_terrier,terrier,,,,,,,,,,,
tax_worldmammals_tiger,tiger,,,,,,,,,,,
tax_worldmammals_tigers,tigers,,,,,,,,,,,
tax_worldmammals_whale,whale,,,,,,,,,,,
tax_worldmammals_whales,whales,,,,,,,,,,,
tax_worldmammals_wild_boar,wild boar,,,,,,,,,,,
tax_worldmammals_wolf,wolf,,,,,,,,,,,
tax_worldmammals_wolverine,wolverine,,,,,,,,,,,
tax_worldmammals_wolves,wolves,,,,,,,,,,,
tax_worldmammals_yak,yak,,,,,,,,,,,
tax_worldmammals_zebra,zebra,,,,,,,,,,,
tax_worldreptiles,world reptiles,,,,,,,,,,,
tax_worldreptiles_alligator,world reptiles alligator,,,,,,,,,,,
tax_worldreptiles_crocodile,world reptiles crocodile,,,,,,,,,,,
tax_worldreptiles_crocodiles,world reptiles crocodiles,,,,,,,,,,,
tax_worldreptiles_lizard,world reptiles lizard,,,,,,,,,,,
tax_worldreptiles_rattlesnake,world reptiles rattlesnake,,,,,,,,,,,
tax_worldreptiles_snake,world reptiles snake,,,,,,,,,,,
tax_worldreptiles_snakes,world reptiles snakes,,,,,,,,,,,
tax_worldreptiles_tortoise,world reptiles tortoise,,,,,,,,,,,
tax_worldreptiles_turtle,world reptiles turtle,,,,,,,,,,,
tax_worldreptiles_turtles,world reptiles turtles,,,,,,,,,,,
tech_automation,automation,,,,,,,,,,,
tech_bigdata,big data,,,,,,,,,,,
tech_supercomputing,super computing,,,,,,,,,,,
tech_virtualreality,virtual reality,,,,,,,,,,,
terror,terror,,,,,,,,,,,
torture,torture,,,,,,,,,,,
tourism,tourism,,,,,,,,,,,
traffic,traffic,,,,,,,,,,,
transparency,transparency,,,,,,,,,,,
treason,treason,,,,,,,,,,,
trial,trial,,,,,,,,,,,
unemployment,unemployment,,,,,,,,1,,,
ungp_affordable_nutritious_food,food,,,,,,,,,,,
ungp_clean_water_sanitation,sanitation,,,,,,,,,,,
ungp_climate_change_action,action,,,,,,,,,,,
ungp_crime_violence,crime violence,,,,,,,,,,,
ungp_education,education,,,,,,,,,,,
ungp_forests_rivers_oceans,oceans,,,,,,,,,,,
ungp_freedom_from_discrimination,freedom discrimination,,,,,,,,,,,
ungp_gender_equality,gender equality,,,,,,,,,,,
ungp_healthcare,healthcare,,,,,,,,,,,
ungp_job_opportunities_employment,employment,,,,,,,,1,,,
ungp_job_opportunities_working_conditions,working conditions,,,,,,,,1,,,
ungp_phone_internet_access_cost,access cost,,,,,,,,,,,
ungp_phone_internet_access_slow,access slow,,,,,,,,,,,
ungp_political_freedoms,freedoms,,,,,,,,,,,
ungp_support_for_people_who_cant_work,cant work,,,,,,,,,,,
ungp_transportation_roads,transportation roads,,,,,,,,,,,
unrest_acquire_weapons,acquire,,,,,,,,,,,
unrest_belligerent,belligerent,,,,,,,,,,,
unrest_checkpoint,checkpoint,,,,,,,,,,,
unrest_closingborder,closing border,,,,,,,,,,,
unrest_crackdown,crackdown,,,,,,,,,,,
unrest_human_shield,human shield,,,,,,,,,,,
unrest_hungerstrike,hunger strike,,,,,,,,,,,
unrest_molotovcocktail,molotov cocktail,,,,,,,,,,,
unrest_national_self_defense,defense,,,,,,,,,,,
unrest_policebrutality,police brutality,,,,,,,,,,,
unrest_self_identified_hate_crime,hate crime,,,,,,,,,,,
unrest_self_identified_hate_speech,hate speech,,,,,,,,,,,
unrest_stonethrowing,stone throwing,,,,,,,,1,,,
unrest_stoning,stoning,,,,,,,,,,,
unrest_ultimatum,ultimatum,,,,,,,,,,,
unsafe_work_environment,work environment,,,,,,,,1,,,
urban,urban,,,,,,,,,,,
uspec_policy1,policy,,,,,,,,,,,
uspec_politics_general1,politics general,,,,,,,,,,,
uspec_uncertainty1,uncertainty,,,,,,,,,,,
vandalize,vandalize,,,,,,,,1,,,
veto,veto,,,,,,,,,,,
violent_unrest,unrest,,,,,,,,,,,
water_security,security,,,,,,,,,,,
wb_1000_water_management_structures,structures,,,,,,,,,,,
wb_1014_criminal_justice,criminal justice,,,,,,1,,,,,
wb_1016_special_economic_zones,zones,,,,,,,,,,,
wb_1017_consumer_protection_law,law,1,,,,,1,,,,,
wb_1020_law_of_the_sea,law sea,1,,,,,,,,,,
wb_1021_water_law,water law,1,,,,,,,,,,
wb_1024_public_international_law,law,1,,,,,1,,,,,
wb_1026_treaties,treaties,1,,,,,1,,,,,
wb_1031_competition_law,competition law,,,,,,1,,,,,
wb_1039_property_laws_and_regulations,regulations,1,,,,,1,,,,,
wb_1040_copyright_law,copyright law,,,,,,1,,,,,
wb_1041_patents,patents,,,,,,1,,,,,
wb_1042_trademarks,trademarks,,,,,,1,,,,,
wb_1044_civil_law,civil law,,,,,,1,,,,,
wb_1045_treasury,treasury,,,,,,,,,,,
wb_1050_aquaculture,aquaculture,,,,,,,,,,,
wb_1054_food_borne_diseases,diseases,,,,,1,,,,,,
wb_1058_agribusiness,agribusiness,,,,,,,,,,,
wb_1064_water_demand_management,management,,,,,,,,,,,
wb_1068_market_failures_versus_government_failures,versus government failures,,,,,,,,,,,
wb_1070_economic_growth_policy,economic growth,,,,,,,,,,,
wb_1072_fiscal_policy_and_growth,fiscal growth,,,,,,,,,,,
wb_1073_fiscal_stimulus_and_fiscal_rules,fiscal rules,,,,,,,,,,,
wb_1074_fiscal_contraction,fiscal contraction,,,,,,,,,,,
wb_1075_industry_policy,industry,,,,,,,,,,,
wb_1078_determinants_of_growth,determinants growth,,,,,,,,,,,
wb_1079_commodities_and_resources,commodities resources,,,,,,,,,,,
wb_1081_finance_and_growth,finance growth,,,,,,,,,,,
wb_1083_infrastructure_and_growth,infrastructure growth,,,,,,,,,,,
wb_1084_technology_transfer_and_diffusion,diffusion,,,,,,,,,,,
wb_1096_macroeconomic_sustainability,macroeconomics u stainability,,,,,,,,,,,
wb_1098_monetary_and_financial_stability,stability,,,,,,,,,,,
wb_1100_sustainable_growth,sustainable growth,,,,,,,,,,,
wb_1102_administrative_law,administrative law,,,,,,,,,,,
wb_1104_macroeconomic_vulnerability_and_debt,debt,,,,,,,,,,,
wb_1121_taxation,taxation,,,,,,,,,,1,
wb_1122_tax_expenditures,tax expenditures,,,,,,,,,,1,
wb_1130_structural_policy_and_reform,structural reform,,,,,,,,,,,
wb_1135_current_account,current account,,,,,,,,,,,
wb_1136_trade_balance,trade balance,,,,,,,,,,,
wb_1150_volatility,volatility,,,,,,,,,,,
wb_1152_economic_and_social_mobility,mobility,,,,,,,,,,,
wb_1153_middle_class,middleclass,,,,,,,,,,,
wb_1156_monitoring_and_evaluation_systems,systems,,,,,,,,,,,
wb_1160_shocks_and_vulnerability,shocks vulnerability,,,,,,,,,,,
wb_1167_equality_of_opportunities,equality opportunities,,,,,,,,,,,
wb_1169_micro_enterprises,micro enterprises,,,,,,,,,,,
wb_1170_job_creation_and_job_opportunities,job opportunities,,,,,,,,,,,
wb_1174_warehousing_and_storage,warehousing storage,,,,,,,,,,,
wb_1192_impact_of_trade,impact trade,,,,,,,,,,,
wb_1199_water_supply_and_sanitation,sanitation,,,,,,,,,,,
wb_1201_free_zones,free zones,,,,,,,,,,,
wb_1202_industrial_zones,industrial zones,,,,,,,,,,,
wb_1211_human_resources,human resources,,,,1,,,,1,,,
wb_1226_industrial_clusters_and_value_chains,value chains,,,,,,,,,,,
wb_1234_banking_institutions,banking institutions,,,,,,,,,,,
wb_1235_central_banks,central banks,,,,,,,,,,,
wb_1236_commercial_banking,commercial banking,,,,,,,,,,,
wb_1245_financial_vulnerability_and_risks,risks,,,,,,,,,,,
wb_1247_market_risks,market risks,,,,,,,,,,,
wb_1252_mobile_banking,mobile banking,,,,,,,,,,,
wb_1254_internet_banking,internet banking,,,,,,,,,,,
wb_1256_credit_unions,credit unions,,,,,,,,,,,
wb_1277_bankruptcy_and_liquidation,bankruptcy liquidation,,,,,,,,,,,
wb_1281_manufacturing,manufacturing,,1,,,,,,,1,,
wb_1283_privatization,privatization,,,,,,,,,,,
wb_1285_business_taxation,business taxation,,,,,,,,,,1,
wb_1287_health_insurance,health insurance,,,,,,,,,,,
wb_1291_public_health_insurance,insurance,,,,,,,,,,,
wb_1305_health_services_delivery,delivery,,,,,,,,,1,,
wb_1307_primary_care,primary care,,,,,,,,,,,
wb_1308_palliative_care,palliative care,,,,,,,,,,,
wb_1309_secondary_care,secondary care,,,,,,,,,,,
wb_1324_emergency_medical_services,services,,,,,,,,,,,
wb_133_information_and_communication_technologies,technologies,,,,,,,,,,,
wb_1331_health_technologies,health technologies,,,,,,,,,,,
wb_134_social_development,social development,,,,,,,,,,,
wb_135_transport,transport,,,,,,,,,1,,
wb_1350_pharmaceuticals,pharmaceuticals,,,,,,,,,,,
wb_1353_pharmaceutical_supply_chain,chain,,,,,,,,,1,,
wb_1358_generic_drugs,generic drugs,,,,,,,,,,,
wb_1362_medical_equipment,medical equipment,,,,,,,,,,,
wb_137_water,water,1,,,,,,,,1,,
wb_138_water_supply,water supply,1,,,,,,,,1,,
wb_1383_health_management_and_administration,administration,1,,,,,,,,,,
wb_1385_governance_and_stewardship,governance stewardship,,,,,,,,,,,
wb_1388_environmental_and_social_assessments,assessments,,,,,,,,,,,
wb_139_sanitation_and_wastewater,sanitation wastewater,1,,,,,,,,,,
wb_1397_health_facility_management,management,,,,,,,,,,,
wb_1399_hospital_management,hospital management,,,,,,,,,,,
wb_140_agricultural_water_management,management,,,,,,,,,,,
wb_1406_diseases,diseases,,,,,,,,,,,
wb_141_water_resources_management,management,,,,,,,,,,,
wb_1415_communicable_disease,communicable,,,,,,,,,,,
wb_1419_tuberculosis,tuberculosis,,,,,1,,,,,,
wb_1420_malaria,malaria,,,,,1,,,,,,
wb_1421_influenza,influenza,,,,,1,,,,1,,
wb_1422_sti_and_std,sti std,,,,,,,,,,,
wb_1427_non_communicable_disease_and_injury,injury,,,,,,,,,,,
wb_1428_injury,injury,,,,,,,,,,,
wb_1429_road_safety,road safety,,,,,,,,,,,
wb_1430_mental_health,mental health,,,,,,,,,,,
wb_1431_cancer,cancer,,,,,,,,,,,
wb_1432_hypertension,hypertension,,,,,,,,,,,
wb_1433_diabetes,diabetes,,,,,,,,,,,
wb_1434_heart_disease,heart,,,,,,,,,,,
wb_1435_obesity,obesity,,,,,,,,,,,
wb_1437_social_determinants_for_health,health,,,,,,,,,,,
wb_1438_alcohol_and_substance_abuse,abuse,,,,,,,,,,,
wb_1439_tobacco_use_and_control,control,,,,,,,,,,,
wb_1441_supplements,supplements,,,,,,,,,,,
wb_1442_breastfeeding,breastfeeding,,,,,,,,,,,
wb_1444_growth_monitoring,growth monitoring,,,,,,,,,,,
wb_1445_stunting,stunting,,,,,,,,,,,
wb_1447_geriatrics,geriatrics,,,,,,,,,,,
wb_1448_demographic_change,demographic change,,,,,,,,,,,
wb_1452_family_planning,family planning,,,,,,,,,,,
wb_1453_contraceptives,contraceptives,,,,,,,,,,,
wb_1455_midwives,midwives,,,,,,,,,,,
wb_1458_health_promotion_and_disease_prevention,prevention,,,,,,,,,,,
wb_1459_immunizations,immunizations,,,,,,,,,,,
wb_1461_healthy_lifestyles,healthy lifestyles,,,,,,,,,,,
wb_1462_water_sanitation_and_hygiene,hygiene,,,,,,,,,,,
wb_1463_health_education,health education,,,,,,,,,,,
wb_1464_health_of_the_disabled,health disabled,,,,,,,,,,,
wb_1466_social_assistance,social assistance,,,,,,,,,,,
wb_1467_education_for_all,education,,,,,,,,,,,
wb_148_sewerage,sewerage,,,,,,,,,,,
wb_1484_education_skills_development_and_labor_market,development labor market,,,,1,,,,,,,
wb_1490_private_education,private education,,,,,,,,,,,
wb_1497_education_management_and_administration,administration,,,,,,,,,,,
wb_1499_parent_family_community_involvement_in_education,community involvement education,,,,,,,,,,,
wb_1502_educational_decentralization,educational decentralization,,,,,,,,,,,
wb_151_irrigation_and_drainage,irrigation drainage,,,,,,,,,,,
wb_1510_school_administration,school administration,,,,,,,,,,,
wb_1513_education_policy_and_planning,education planning,,,,,,,,,,,
wb_1518_education_reform,education reform,,,,,,,,,,,
wb_1523_teachers_management,teachers management,,,,,,,,,,,
wb_1532_teacher_training,teacher training,,,,,,,,,,,
wb_1534_teacher_unions,teacher unions,,,,,,,,,,,
wb_1535_distance_education,distance education,,,,,,,,,,,
wb_154_flood_protection,flood protection,,,,,1,,,,1,,
wb_1540_economics_of_education,economics education,,,,,,,,,,,
wb_1541_deworming,deworming,,,,,,,,,,,
wb_1587_direct_services_to_children,children,,,,,,,,,,,
wb_159_transboundary_water,trans boundary water,,,,,,,,,,,
wb_1603_fee_waivers,fee waivers,,,,,,,,,,,
wb_1606_scholarships,scholarships,,,,,,,,,,,
wb_1607_health_benefits,health benefits,,,,,,,,,,,
wb_1608_cash_transfers,cash transfers,,,,,,,,,,1,
wb_1609_food_and_in_kind_transfers,transfers,,,,,,,,,,,
wb_161_dams_and_reservoirs,dams reservoirs,,,,,,,,,,,
wb_1612_early_childhood_education,education,,,,,,,,,,,
wb_1613_food_stamps,food stamps,,,,,,,,,,,
wb_1614_nutritional_programs,nutritional programs,,,,,,,,,,,
wb_1615_therapeutic,therapeutic,,,,,,,,,,,
wb_1616_supplementary,supplementary,,,,,,,,,,,
wb_1618_food_distribution,food distribution,,,,,,,,,,,
wb_162_transport_economics,transport economics,,,,,,,,,,,
wb_1620_elderly,elderly,,,,,,,,,,,
wb_1623_price_subsidies,price subsidies,,,,,,,,,,,
wb_1624_social_pensions,social pensions,,,,,,,,,,,
wb_1625_support_services,support services,,,,,,,,,,,
wb_164_modes_of_transport,modes transport,,,,,,,,,,,
wb_1646_maternity_leave,maternity leave,,,,,,,,,,,
wb_1648_sick_leave,sick leave,,,,,,,,,,,
wb_1649_unemployment_benefits,unemployment benefits,,,,,,,,,,,
wb_165_air_transport,air transport,,,,,,,,,,,
wb_1650_public_employment_services,services,,,,,,,,,,,
wb_1651_intermediation,intermediation,,,,,,,,,,,
wb_1652_placement,placement,,,,,,,,,,,
wb_1654_active_labor_market_policies,market policies,,,,,,1,,,,,
wb_166_railways,railways,,,,,,,,,,,
wb_1668_labor_standards,labor standards,,,,,,,,1,,,
wb_1669_forced_labor,forced labor,,,,,,,,1,,,
wb_167_ports,ports,,,,,,,,,,,
wb_1670_trade_unions,trade unions,,,,,,,,,,,
wb_1671_minimum_wages,minimum wages,,,,,,,,1,,,
wb_1672_working_hours,working hours,,,,,,,,1,,,
wb_1673_passive_labor_markets_policies,markets policies,,,,,,,,,,,
wb_1674_health_and_safety_conditions,conditions,,,,,,,,,,,
wb_1675_graduation,graduation,,,,,,,,,,,
wb_1676_early_retirement,early retirement,,,,,,,,,,,
wb_1677_social_protection_and_labor_systems,labor systems,,,,,,,,1,,,
wb_1678_policy_planning_design_and_evaluation,evaluation,,,,,,,,,,,
wb_168_roads_and_highways,roads highways,,,,,,,,,,,
wb_1683_policy_framework,framework,,,,,,,,,,,
wb_1686_impact_assessment,impact assessment,,,,,,,,,,,
wb_1698_coal_mining,coal mining,1,,,,,,1,,,,
wb_1699_metal_ore_mining,mining,1,,,,,,,,,,
wb_170_agricultural_policies,agricultural policies,1,,,,,,,,,,
wb_1700_nonmetallic_mineral_mining_and_quarrying,mining quarrying,,,,,,,,,,,
wb_1705_disaster_preparedness,preparedness,,,,,,,,,,,
wb_1707_contingency_planning,contingency planning,1,,,,,,,,,,
wb_1720_city_strategies_and_territorial_planning,territorial planning,1,,,,,,,,,,
wb_1721_spatial_planning_and_land_use,land use,1,,,,,,,,,,
wb_1726_mass_transit,mass transit,,,,,,,,,,,
wb_174_crop_production,crop production,,,,,,,,,,,
wb_1743_anticartel_enforcement,anti cartel enforcement,,,,,,,,,,,
wb_1747_product_market_regulation_and_competition_advocacy,regulation competition advocacy,,,,,,,,,,,
wb_175_fertilizers,fertilizers,,,,,,,,,,,
wb_1751_liquefied_natural_gas,gas,,,,,,,1,,,,
wb_1765_culture_heritage_and_sustainable_tourism,sustainable tourism,,,,,,,,,,,
wb_1768_oil_and_gas_pipeline,pipeline,,,,,,,,,,,
wb_177_animal_production,animal production,,,,,,,,,,,
wb_1773_climate_change_impacts,impacts,,,,,,,,,,,
wb_1777_forests,forests,,,,,,,,,,,
wb_178_pest_management,pest management,,,,,,,,,,,
wb_1785_environmental_policies_and_institutions,institutions,,,,,,,,,,,
wb_1786_environmental_sustainability,environmental sustain ability,1,,,,,,,,,,
wb_1787_natural_habitats,natural habitats,1,,,,,,,,,,
wb_1791_air_pollution,air pollution,1,,,,,,,,,,
wb_1792_environmental_health,environmental health,1,,,,,,,,,,
wb_1793_hazardous_wastes,hazardous wastes,1,,,,,,,,,,
wb_1797_solid_waste,solid waste,1,,,,,,,,,,
wb_1798_water_pollution,water pollution,1,,,,,,,,,,
wb_180_food_safety,food safety,,,,,,,,,,,
wb_1800_rail_transport,rail transport,,,,,,,,,1,,
wb_1801_road_transport,road transport,,,,,,,,,1,,
wb_1803_transport_infrastructure,transport infrastructure,,,,,,,,,1,,
wb_1804_airports,airports,,,,,,,,,,,
wb_1805_waterways,waterways,,,,,,,,,,,
wb_1808_transport_safety,transport safety,,,,,,,,,,,
wb_1809_highways,highways,,,,,,,,,,,
wb_1810_traffic_control_and_monitoring,monitoring,,,,,,,,,,,
wb_1815_fuel_taxes,fuel taxes,,,,,,,,,,,
wb_1817_congestion,congestion,,,,,,,,,,,
wb_1818_road_tolls,road tolls,,,,,,,,,,,
wb_1829_ecosystem_management,ecosystem management,1,,,,,,,,,,
wb_1833_protected_areas_systems,systems,,,,,,,,,,,
wb_1835_urban_regeneration,urban regeneration,,,,,,,,,,,
wb_1841_short_lived_climate_pollutants,climate pollutants,1,,,,,,1,,,,
wb_1844_market_based_climate_change_mitigation,climate change mitigation,1,,,,,,1,,,,
wb_1845_carbon_tax,carbon tax,1,,,,,,1,,,1,
wb_1854_methane,methane,1,,,,,,1,,,,
wb_1857_arbitration,arbitration,,,,,,,,,,,
wb_1859_child_labor,child labor,,,,,,,,,,,
wb_1893_tax_law,tax law,,,,,,1,,,,1,
wb_1896_fundamental_areas_of_the_law,law,,,,,,1,,,,,
wb_1897_family_law,family law,,,,,,,,,,,
wb_1907_personal_property_rights,rights,,,,,,,,,,,
wb_1917_intellectual_property,intellectual property,,,,,,,,,,,
wb_1918_securities_markets,securities markets,,,,,,,,,,,
wb_1920_financial_sector_development,development,,,,,,,,,,,
wb_1921_private_sector_development,development,,,,,,,,,,,
wb_1922_governance_structures,governance structures,,,,,,,,,,,
wb_1927_strategic_policy_planning,strategic planning,,,,,,,,,,,
wb_1934_civillian_police_and_security_services,security services,,,,,,,,,,,
wb_1948_subsidies,subsidies,,,,,,,,,,,
wb_1949_climate_smart_agriculture,agriculture,,,,,,,,,,,
wb_1950_agriculture_technology,agriculture technology,,,,,,,,,,,
wb_1959_linking_farmers_with_markets,markets,,,,,,,,,,,
wb_1967_agricultural_risk_and_security,security,,,,,,,,,,,
wb_1973_financial_risk_reduction,reduction,,,,,,,,,,,
wb_1979_natural_resource_management,management,,,,,,,,,,,
wb_1983_healthy_oceans,healthy oceans,1,,,,,,,,,,
wb_1986_mountains,mountains,,,,,,,,,,,
wb_199_food_security,food security,,,,,,,,,,,
wb_2000_sanitation,sanitation,,,,,,,,,,,
wb_2003_sanitation_technologies,sanitation technologies,,,,,,,,,,,
wb_2008_water_treatment,water treatment,1,,,,,,,,,,
wb_2019_anti_corruption_legislation,legislation,1,,,,,1,,,,,
wb_2020_bribery_fraud_and_collusion,collusion,1,,,,,,,,,,
wb_2021_income_and_asset_disclosure,disclosure,1,,,,,,,,,,
wb_2024_anti_corruption_authorities,authorities,1,,,,,1,,,,,
wb_2025_investigation,investigation,1,,,,,1,,,,,
wb_2026_prevention,prevention,1,,,,,,,,,,
wb_2031_right_to_information,right information,,,,,,,,,,,
wb_2040_ombudsmen,ombudsmen,1,,,,,,,,,,
wb_2048_compensation_careers_and_incentives,incentives,,,,,,,,,,,
wb_2054_size_of_the_public_service,service,,,,,,,,,,,
wb_2063_internal_audit,internal audit,1,,,,,1,,,,,
wb_2070_islamic_law,islamic law,,,,,,,,,,,
wb_2071_common_law,common law,,,,,,,,,,,
wb_2073_illicit_financial_flows,flows,,,,,,,,,,,
wb_2076_money_laundering,money laundering,,,,,,1,,,,,
wb_2081_financial_disclosure,financial disclosure,,,,,,,,,,,
wb_2082_law_enforcement,law enforcement,1,,,,,1,,,,,
wb_2083_occupational_health_and_safety,safety,,,,,,,,,,,
wb_2084_biodiversity,bio diversity,1,,,,,,,,,,
wb_2085_public_sector_downsizing,downsizing,,,,,,,,,,,
wb_2089_ethics_and_codes_of_conduct,conduct,,,,,,,,,,,
