Original,Human-readable,topic_2_environmental_regulation,topic_4_customer_orientation,topic_6_shareholder_affiliation,topic_8_hiring_employees,topic_9_natural_disaster,topic_11_litigation,topic_12_carbon_emissions,topic_13_labor_issues,topic_14_supply_chain_problems,topic_15_taxes,is_overlap,has_overlap,has_label
tax_fncact_cashier,cashier,,,,,,,,,,,,FALSE,FALSE
tax_fncact_censors,censors,,,,,,,,,,,,FALSE,FALSE
tax_fncact_ceo,ceo,,,1,1,,1,,,,,,TRUE,TRUE
tax_fncact_cfo,cfo,,,1,1,,1,,,,,,TRUE,TRUE
tax_fncact_chairman,chairman,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_chairman_of_the_board,chairman board,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_chairmans,chairmans,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_chairmen,chairmen,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_chairperson,chairperson,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_chairwoman,chairwoman,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_champion,champion,,,,,,,,,,,,FALSE,FALSE
tax_fncact_champions,champions,,,,,,,,,,,,FALSE,FALSE
tax_fncact_chancellor,chancellor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_chancellors,chancellors,,,,,,,,,,,,FALSE,FALSE
tax_fncact_chaplain,chaplain,,,,,,,,,,,,FALSE,FALSE
tax_fncact_chauffeur,chauffeur,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cheerleader,cheerleader,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cheerleaders,cheerleaders,,,,,,,,,,,,FALSE,FALSE
tax_fncact_chef,chef,,,,,,,,,,,,FALSE,FALSE
tax_fncact_chefs,chefs,,,,,,,,,,,,FALSE,FALSE
tax_fncact_chemist,chemist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_chief,chief,,,1,1,,,,,,,,TRUE,TRUE
tax_fncact_chief_constable,chief constable,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_chief_engineer,chief engineer,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_chief_executive,chief executive,,,1,1,,1,,,,,,TRUE,TRUE
tax_fncact_chief_executive_officer,officer,,,1,1,,,,,,,,TRUE,TRUE
tax_fncact_chief_executives,chief executives,,,1,1,,1,,,,,,TRUE,TRUE
tax_fncact_chief_financial_officer,officer,1,,1,1,,,,,,,,TRUE,TRUE
tax_fncact_chief_inspector,chief inspector,1,,,,,1,,,,,,TRUE,TRUE
tax_fncact_chief_justice,chief justice,1,,,,,1,,,,,,TRUE,TRUE
tax_fncact_chief_of_police,chief police,,,,,,,,,,,,FALSE,FALSE
tax_fncact_chief_of_staff,chief staff,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_chief_of_state,chief state,,,,,,,,,,,,FALSE,FALSE
tax_fncact_chief_operating_officer,officer,1,,1,1,,,,,,,,TRUE,TRUE
tax_fncact_chief_security_officer,officer,1,,1,1,,,,,,,,TRUE,TRUE
tax_fncact_chief_superintendent,chief superintendent,,,,,,,,,,,,FALSE,FALSE
tax_fncact_chiefs,chiefs,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_chiefs_of_staff,chiefs staff,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_chiefs_of_state,chiefs state,,,,,,,,,,,,FALSE,FALSE
tax_fncact_chieftain,chieftain,,,,,,,,,,,,FALSE,FALSE
tax_fncact_chieftains,chieftains,,,,,,,,,,,,FALSE,FALSE
tax_fncact_child,child,,,,,,,,,,,,FALSE,FALSE
tax_fncact_children,children,,,,,,,,,,,,FALSE,FALSE
tax_fncact_choreographer,choreographer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cinematographer,cinematographer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cio,cio,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_circuit_judge,circuit judge,,,,,,,,,,,,FALSE,FALSE
tax_fncact_citizen,citizen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_citizens,citizens,,,,,,,,,,,,FALSE,FALSE
tax_fncact_city_manager,city manager,,,,,,,,,,,,FALSE,FALSE
tax_fncact_civil_servant,civil servant,,,,,,,,,,,,FALSE,FALSE
tax_fncact_civil_servants,civil servants,,,,,,,,,,,,FALSE,FALSE
tax_fncact_clergy,clergy,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cleric,cleric,,,,,,,,,,,,FALSE,FALSE
tax_fncact_clerics,clerics,,,,,,,,,,,,FALSE,FALSE
tax_fncact_clerk,clerk,,,,,,,,,,,,FALSE,FALSE
tax_fncact_clerks,clerks,,,,,,,,,,,,FALSE,FALSE
tax_fncact_clown,clown,,,,,,,,,,,,FALSE,FALSE
tax_fncact_clowns,clowns,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cmo,cm o,,,,,,,,,,,,FALSE,FALSE
tax_fncact_coaches,coaches,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cobbler,cobbler,,,,,,,,,,,,FALSE,FALSE
tax_fncact_colonel,colonel,,,,,,,,,,,,FALSE,FALSE
tax_fncact_columnist,columnist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_columnists,columnists,,,,,,,,,,,,FALSE,FALSE
tax_fncact_comedian,comedian,,,,,,,,,,,,FALSE,FALSE
tax_fncact_commandant,commandant,,,,,,,,,,,,FALSE,FALSE
tax_fncact_commander,commander,,,,,,,,,,,,FALSE,FALSE
tax_fncact_commander_in_chief,commander chief,,,,,,,,,,,,FALSE,FALSE
tax_fncact_commanders,commanders,,,,,,,,,,,,FALSE,FALSE
tax_fncact_commanding_officer,commanding officer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_commando,commando,,,,,,,,,,,,FALSE,FALSE
tax_fncact_commandos,commandos,,,,,,,,,,,,FALSE,FALSE
tax_fncact_commissar,commissar,,,,,,,,,,,,FALSE,FALSE
tax_fncact_commissioner,commissioner,,,,,,,,,,,,FALSE,FALSE
tax_fncact_commissioners,commissioners,,,,,,,,,,,,FALSE,FALSE
tax_fncact_commodore,commodore,,,,,,,,,,,,FALSE,FALSE
tax_fncact_communications_officer,communications officer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_communist,communist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_communists,communists,,,,,,,,,,,,FALSE,FALSE
tax_fncact_companion,companion,,,,,,,,,,,,FALSE,FALSE
tax_fncact_companions,companions,,,,,,,,,,,,FALSE,FALSE
tax_fncact_composer,composer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_comptroller,comptroller,,,,,,,,,,,,FALSE,FALSE
tax_fncact_concierge,concierge,,,,,,,,,,,,FALSE,FALSE
tax_fncact_conductor,conductor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_congressman,congressman,1,,,,,,,,,,,FALSE,TRUE
tax_fncact_congressmen,congressmen,1,,,,,,,,,,,FALSE,TRUE
tax_fncact_congresswoman,congresswoman,1,,,,,,,,,,,FALSE,TRUE
tax_fncact_conservationist,conservationist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_constable,constable,,,,,,,,,,,,FALSE,FALSE
tax_fncact_constables,constables,,,,,,,,,,,,FALSE,FALSE
tax_fncact_construction_worker,construction worker,,,,,,,,1,,,,FALSE,TRUE
tax_fncact_consul,consul,,,,,,,,,,,,FALSE,FALSE
tax_fncact_consultant,consultant,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_consultants,consultants,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_contractor,contractor,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_convener,convener,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cook,cook,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cooks,cooks,,,,,,,,,,,,FALSE,FALSE
tax_fncact_coordinator,coordinator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_coordinators,coordinators,,,,,,,,,,,,FALSE,FALSE
tax_fncact_copilot,copilot,,,,,,,,,,,,FALSE,FALSE
tax_fncact_coroner,coroner,,,,,,,,,,,,FALSE,FALSE
tax_fncact_corporal,corporal,,,,,,,,,,,,FALSE,FALSE
tax_fncact_correspondent,correspondent,,,,,,,,,,,,FALSE,FALSE
tax_fncact_correspondents,correspondents,,,,,,,,,,,,FALSE,FALSE
tax_fncact_councilman,councilman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_councilwoman,councilwoman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_counsellor,counsellor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_counselor,counselor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_counselors,counselors,,,,,,,,,,,,FALSE,FALSE
tax_fncact_countess,countess,,,,,,,,,,,,FALSE,FALSE
tax_fncact_coup_plotters,coup plotters,,,,,,,,,,,,FALSE,FALSE
tax_fncact_courier,courier,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cowboy,cowboy,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cowboys,cowboys,,,,,,,,,,,,FALSE,FALSE
tax_fncact_craftsman,craftsman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_craftsmen,craftsmen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_creative_director,creative director,,,,,,,,,,,,FALSE,FALSE
tax_fncact_crew_member,crew member,,,,,,,,,,,,FALSE,FALSE
tax_fncact_crew_members,crew members,,,,,,,,,,,,FALSE,FALSE
tax_fncact_crewmen,crewmen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_criminal,criminal,,,,,,,,,,,,FALSE,FALSE
tax_fncact_criminals,criminals,,,,,,,,,,,,FALSE,FALSE
tax_fncact_critic,critic,,,,,,,,,,,,FALSE,FALSE
tax_fncact_crown_prince,crown prince,,,,,,,,,,,,FALSE,FALSE
tax_fncact_crusader,crusader,,,,,,,,,,,,FALSE,FALSE
tax_fncact_crusaders,crusaders,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cto,cto,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_culprit,culprit,,,,,,,,,,,,FALSE,FALSE
tax_fncact_culprits,culprits,,,,,,,,,,,,FALSE,FALSE
tax_fncact_curator,curator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_custodian,custodian,,,,,,,,,,,,FALSE,FALSE
tax_fncact_dancer,dancer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_deacon,deacon,,,,,,,,,,,,FALSE,FALSE
tax_fncact_dealer,dealer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_decision_makers,decisionmake rs,,,,,,,,,,,,FALSE,FALSE
tax_fncact_defectors,defectors,,,,,,,,,,,,FALSE,FALSE
tax_fncact_delegate,delegate,,,,,,,,,,,,FALSE,FALSE
tax_fncact_demonstrator,demonstrator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_demonstrators,demonstrators,,,,,,,,,,,,FALSE,FALSE
tax_fncact_dentist,dentist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_department_head,department head,,,1,1,,,,,,,,TRUE,TRUE
tax_fncact_department_heads,department heads,,,1,1,,,,,,,,TRUE,TRUE
tax_fncact_deputy,deputy,,,,,,,,,,,,FALSE,FALSE
tax_fncact_dermatologist,dermatologist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_designer,designer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_detective,detective,,,,,,,,,,,,FALSE,FALSE
tax_fncact_detectives,detectives,,,,,,,,,,,,FALSE,FALSE
tax_fncact_developer,developer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_dictator,dictator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_dietitian,dietitian,,,,,,,,,,,,FALSE,FALSE
tax_fncact_diocesan,diocesan,,,,,,,,,,,,FALSE,FALSE
tax_fncact_diplomat,diplomat,,,,,,,,,,,,FALSE,FALSE
tax_fncact_diplomats,diplomats,,,,,,,,,,,,FALSE,FALSE
tax_fncact_director,director,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_director_of_research,director research,,,,,,,,,,,,FALSE,FALSE
tax_fncact_directors,directors,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_dispatcher,dispatcher,,,,,,,,,,,,FALSE,FALSE
tax_fncact_dispatchers,dispatchers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_distributor,distributor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_district_attorney,district attorney,,,,,,,,,,,,FALSE,FALSE
tax_fncact_diver,diver,,,,,,,,,,,,FALSE,FALSE
tax_fncact_doctor,doctor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_doctors,doctors,,,,,,,,,,,,FALSE,FALSE
tax_fncact_driver,driver,,,,,,,,,,,,FALSE,FALSE
tax_fncact_drivers,drivers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_drummer,drummer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_duchess,duchess,,,,,,,,,,,,FALSE,FALSE
tax_fncact_ecologist,ecologist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_economist,economist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_economists,economists,,,,,,,,,,,,FALSE,FALSE
tax_fncact_editor,editor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_editors,editors,,,,,,,,,,,,FALSE,FALSE
tax_fncact_educator,educator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_educators,educators,,,,,,,,,,,,FALSE,FALSE
tax_fncact_elder,elder,,,,,,,,,,,,FALSE,FALSE
tax_fncact_elders,elders,,,,,,,,,,,,FALSE,FALSE
tax_fncact_elected_official,elected official,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_elected_officials,elected officials,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_electrician,electrician,,,,,,,,,,,,FALSE,FALSE
tax_fncact_electricians,electricians,,,,,,,,,,,,FALSE,FALSE
tax_fncact_emperor,emperor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_employee,employee,,,,1,,,,1,,,,TRUE,TRUE
tax_fncact_employees,employees,,,,1,,,,1,,,,TRUE,TRUE
tax_fncact_employer,employer,,,,1,,,,1,,,,TRUE,TRUE
tax_fncact_employers,employers,,,,1,,,,1,,,,TRUE,TRUE
tax_fncact_enforcers,enforcers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_engineer,engineer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_engineers,engineers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_ensign,ensign,,,,,,,,,,,,FALSE,FALSE
tax_fncact_entertainer,entertainer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_entertainers,entertainers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_entrepreneur,entrepreneur,,,,,,,,,,,,FALSE,FALSE
tax_fncact_envoy,envoy,,,,,,,,,,,,FALSE,FALSE
tax_fncact_envoys,envoys,,,,,,,,,,,,FALSE,FALSE
tax_fncact_epidemiologist,epidemiologist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_equestrian,equestrian,,,,,,,,,,,,FALSE,FALSE
tax_fncact_escort,escort,,,,,,,,,,,,FALSE,FALSE
tax_fncact_evangelist,evangelist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_examiner,examiner,,,,,,,,,,,,FALSE,FALSE
tax_fncact_excavator,excavator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_excavators,excavators,,,,,,,,,,,,FALSE,FALSE
tax_fncact_executioner,executioner,,,,,,,,,,,,FALSE,FALSE
tax_fncact_executive,executive,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_executive_chef,executive chef,,,,,,,,,,,,FALSE,FALSE
tax_fncact_executive_director,executive director,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_executive_officer,executive officer,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_executive_officers,executive officers,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_executive_secretary,executive secretary,,,,,,,,,,,,FALSE,FALSE
tax_fncact_executive_vice_president,president,,,,,,,,,,,,FALSE,FALSE
tax_fncact_executives,executives,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_exiles,exiles,,,,,,,,,,,,FALSE,FALSE
tax_fncact_explorer,explorer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_expresident,ex president,,,,,,,,,,,,FALSE,FALSE
tax_fncact_facilitator,facilitator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_facilitators,facilitators,,,,,,,,,,,,FALSE,FALSE
tax_fncact_factory_workers,factory workers,,,,,,,,1,,,,FALSE,TRUE
tax_fncact_faculty,faculty,,,,,,,,,,,,FALSE,FALSE
tax_fncact_faculty_member,faculty member,,,,,,,,,,,,FALSE,FALSE
tax_fncact_farmer,farmer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_farmers,farmers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_father,father,,,,,,,,,,,,FALSE,FALSE
tax_fncact_fathers,fathers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_federal_agents,federal agents,1,,,,,1,,,,,,TRUE,TRUE
tax_fncact_federal_official,federal official,1,,,,,1,,,,1,,TRUE,TRUE
tax_fncact_federal_officials,federal officials,1,,,,,1,,,,,,TRUE,TRUE
tax_fncact_felon,felon,,,,,,1,,,,,,FALSE,TRUE
tax_fncact_felons,felons,,,,,,,,,,,,FALSE,FALSE
tax_fncact_feminist,feminist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_feminists,feminists,,,,,,,,,,,,FALSE,FALSE
tax_fncact_field_marshal,field marshal,,,,,,,,,,,,FALSE,FALSE
tax_fncact_filibuster,filibuster,,,,,,,,,,,,FALSE,FALSE
tax_fncact_film_director,film director,,,,,,,,,,,,FALSE,FALSE
tax_fncact_film_star,film star,,,,,,,,,,,,FALSE,FALSE
tax_fncact_finance_director,finance director,,,,,,,,,,,,FALSE,FALSE
tax_fncact_finance_minister,finance minister,,,,,,,,,,,,FALSE,FALSE
tax_fncact_finance_ministers,finance ministers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_financial_adviser,financial adviser,,,,,,,,,,,,FALSE,FALSE
tax_fncact_financial_planner,financial planner,,,,,,,,,,,,FALSE,FALSE
tax_fncact_financier,financier,,,,,,,,,,,,FALSE,FALSE
tax_fncact_financiers,financiers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_fire_chief,fire chief,,,,,,,,,,,,FALSE,FALSE
tax_fncact_fire_marshal,fire marshal,,,,,,,,,,,,FALSE,FALSE
tax_fncact_firefighers,fire fig hers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_firefighter,firefighter,,,,,,,,,,,,FALSE,FALSE
tax_fncact_fireman,fireman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_firemen,firemen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_first_mate,first mate,,,,,,,,,,,,FALSE,FALSE
tax_fncact_fisherman,fisherman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_fishermen,fishermen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_flight_attendant,flight attendant,,,,,,,,,,,,FALSE,FALSE
tax_fncact_flight_attendants,flight attendants,,,,,,,,,,,,FALSE,FALSE
tax_fncact_floor_leader,floor leader,,,,,,,,,,,,FALSE,FALSE
tax_fncact_florist,florist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_fool,fool,,,,,,,,,,,,FALSE,FALSE
tax_fncact_footballer,footballer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_forecaster,forecaster,,,,,,,,,,,,FALSE,FALSE
tax_fncact_foreign_minister,foreign minister,,,,,,,,,,,,FALSE,FALSE
tax_fncact_foreign_ministers,foreign ministers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_foreman,foreman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_founder,founder,,,,,,,,,,,,FALSE,FALSE
tax_fncact_founders,founders,,,,,,,,,,,,FALSE,FALSE
tax_fncact_franchisee,franchisee,,,,,,,,,,,,FALSE,FALSE
tax_fncact_freelancer,freelancer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_freelancers,freelancer s,,,,,,,,,,,,FALSE,FALSE
tax_fncact_functionaries,functionaries,,,,,,,,,,,,FALSE,FALSE
tax_fncact_fund_manager,fund manager,,,,,,,,,,,,FALSE,FALSE
tax_fncact_fund_managers,fund managers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_gangster,gangster,,,,,,,,,,,,FALSE,FALSE
tax_fncact_gangsters,gangsters,,,,,,,,,,,,FALSE,FALSE
tax_fncact_gardener,gardener,,,,,,,,,,,,FALSE,FALSE
tax_fncact_gardeners,gardeners,,,,,,,,,,,,FALSE,FALSE
tax_fncact_general_manager,general manager,,,,,,,,,,,,FALSE,FALSE
tax_fncact_generals,generals,,,,,,,,,,,,FALSE,FALSE
tax_fncact_gentleman,gentleman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_gentlemen,gentlemen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_geologist,geologist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_goldsmith,goldsmith,,,,,,,,,,,,FALSE,FALSE
tax_fncact_government_minister,government minister,,,,,,,,,,,,FALSE,FALSE
tax_fncact_government_ministers,government ministers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_governor,governor,1,,,,,,,,,,,FALSE,TRUE
tax_fncact_governor_general,governor general,1,,,,,,,,,,,FALSE,TRUE
tax_fncact_governors,governors,1,,,,,,,,,,,FALSE,TRUE
tax_fncact_grader,grader,,,,,,,,,,,,FALSE,FALSE
tax_fncact_grand_duke,grand duke,,,,,,,,,,,,FALSE,FALSE
tax_fncact_graphic_designer,graphic designer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_grocer,grocer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_groom,groom,,,,,,,,,,,,FALSE,FALSE
tax_fncact_grooms,grooms,,,,,,,,,,,,FALSE,FALSE
tax_fncact_guard,guard,,,,,,,,,,,,FALSE,FALSE
tax_fncact_guide,guide,,,,,,,,,,,,FALSE,FALSE
tax_fncact_guitarist,guitarist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_gunner,gunner,,,,,,,,,,,,FALSE,FALSE
tax_fncact_gunners,gunners,,,,,,,,,,,,FALSE,FALSE
tax_fncact_gynecologist,gynecologist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_hacker,hacker,,,,,,,,,,,,FALSE,FALSE
tax_fncact_hackers,hackers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_hairdresser,hairdresser,,,,,,,,,,,,FALSE,FALSE
tax_fncact_hairdressers,hairdressers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_hawkers,hawkers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_head_of_state,head state,,,,,,,,,,,,FALSE,FALSE
tax_fncact_headman,headman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_headmaster,headmaster,,,,,,,,,,,,FALSE,FALSE
tax_fncact_headmen,headmen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_helper,helper,,,,,,,,,,,,FALSE,FALSE
tax_fncact_helpers,helpers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_herdsmen,herdsmen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_hermit,hermit,,,,,,,,,,,,FALSE,FALSE
tax_fncact_hero,hero,,,,,,,,,,,,FALSE,FALSE
tax_fncact_high_commissioner,high commissioner,,,,,,,,,,,,FALSE,FALSE
tax_fncact_historian,historian,,,,,,,,,,,,FALSE,FALSE
tax_fncact_hit_man,hit man,,,,,,,,,,,,FALSE,FALSE
tax_fncact_hit_womens,hit women s,,,,,,,,,,,,FALSE,FALSE
tax_fncact_hostess,hostess,,,,,,,,,,,,FALSE,FALSE
tax_fncact_hoteliers,hoteliers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_housekeeper,housekeeper,,,,,,,,,,,,FALSE,FALSE
tax_fncact_housewife,housewife,,,,,,,,,,,,FALSE,FALSE
tax_fncact_humanist,humanist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_hunter,hunter,,,,,,,,,,,,FALSE,FALSE
tax_fncact_hunters,hunters,,,,,,,,,,,,FALSE,FALSE
tax_fncact_illustrator,illustrator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_imam,imam,,,,,,,,,,,,FALSE,FALSE
tax_fncact_imams,imams,,,,,,,,,,,,FALSE,FALSE
tax_fncact_imaum,imaum,,,,,,,,,,,,FALSE,FALSE
tax_fncact_immigrant,immigrant,,,,,,,,,,,,FALSE,FALSE
tax_fncact_immigrants,immigrants,,,,,,,,,,,,FALSE,FALSE
tax_fncact_incumbent,incumbent,,,,,,,,,,,,FALSE,FALSE
tax_fncact_incumbents,incumbents,,,,,,,,,,,,FALSE,FALSE
tax_fncact_industrialist,industrialist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_industrialists,industrialists,,,,,,,,,,,,FALSE,FALSE
tax_fncact_innovator,innovator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_insider,insider,,,,,,,,,,,,FALSE,FALSE
tax_fncact_insiders,insiders,,,,,,,,,,,,FALSE,FALSE
tax_fncact_inspector,inspector,1,,,,,1,,,,,,TRUE,TRUE
tax_fncact_inspector_general,inspector general,1,,,,,1,,,,,,TRUE,TRUE
tax_fncact_inspectors,inspectors,1,,,,,1,,,,,,TRUE,TRUE
tax_fncact_installer,installer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_instigator,instigator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_instructor,instructor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_insurgent,insurgent,,,,,,,,,,,,FALSE,FALSE
tax_fncact_insurgents,insurgents,,,,,,,,,,,,FALSE,FALSE
tax_fncact_intelligence_officer,intelligence officer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_interior_minister,interior minister,,,,,,,,,,,,FALSE,FALSE
tax_fncact_intern,intern,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_interpreter,interpreter,,,,,,,,,,,,FALSE,FALSE
tax_fncact_interpreters,interpreters,,,,,,,,,,,,FALSE,FALSE
tax_fncact_interrogator,interrogator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_interviewer,interviewer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_inventor,inventor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_investigator,investigator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_investment_banker,investment banker,,,,,,,,,,,,FALSE,FALSE
tax_fncact_investor,investor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_janitor,janitor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_jeweler,jeweler,,,,,,,,,,,,FALSE,FALSE
tax_fncact_jockey,jockey,,,,,,,,,,,,FALSE,FALSE
tax_fncact_journalist,journalist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_judge,judge,1,,,,,1,,,,,,TRUE,TRUE
tax_fncact_judges,judges,1,,,,,1,,,,,,TRUE,TRUE
tax_fncact_jurist,jurist,1,,,,,1,,,,,,TRUE,TRUE
tax_fncact_jurists,jurists,1,,,,,1,,,,,,TRUE,TRUE
tax_fncact_killer,killer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_killers,killers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_king,king,,,,,,,,,,,,FALSE,FALSE
tax_fncact_knight,knight,,,,,,,,,,,,FALSE,FALSE
tax_fncact_knights,knights,,,,,,,,,,,,FALSE,FALSE
tax_fncact_labor_leader,labor leader,,,,1,,,,1,,,,TRUE,TRUE
tax_fncact_laborer,laborer,,,,1,,,,1,,,,TRUE,TRUE
tax_fncact_laborers,laborers,,,,1,,,,1,,,,TRUE,TRUE
tax_fncact_labourers,labourers,,,,1,,,,1,,,,TRUE,TRUE
tax_fncact_lady,lady,,,,,,,,,,,,FALSE,FALSE
