symbol,filing_time,text,topic_ids,label
vgz,2010-03,"Our exploration and development operations are subject to environmental regulations, which could result in our incurring additional costs and operational delays.",[12],0
rgld,2012-08,"Declines in the market price of gold, silver, copper, nickel or other metals also may render reserves or mineralized material containing relatively lower ore grades uneconomical to exploit.","[1, 4, 7, 10]",0
cmp,2006-02,Our customers increasingly demand a broad product range and we must continue to develop our expertise in order to manufacture and market these products successfully.,"[4, 14]",0
nc,2020-03,"In order to conduct mining operations on properties where these defects exist, the Company may incur unanticipated costs.",[7],0
usau,2008-07,THE MARKET FOR OUR PRODUCTS MAY NARROW OVER TIME.,"[4, 14]",0
nem,2015-02,A number of governments or governmental bodies have introduced or are contemplating regulatory changes in response to the potential impacts of climate change that are viewed as the result of emissions from the combustion of carbon-based fuels.,"[2, 12]",0
fcx,2007-02,"However, its hedging strategies may not be successful, and any of its unhedged foreign exchange payments will continue to be subject to market fluctuations.",[5],0
hcc,2020-02,"Our common stock is subject to the 382 Transfer Restrictions under our certificate of incorporation and the Rights Agreement which are intended to prevent a Section 382 ownership change, which if not complied with, could result in the forfeiture of such stock and related dividends or substantial dilution of the stock ownership, respectively.","[3, 6]",0
aumn,2012-03,"The operation of underground mines and conduct of exploration programs are subject to numerous risks and hazards, including, but not limited to, environmental hazards, industrial accidents, encountering unusual or unexpected geological formations, formation pressures, cave-ins, fires, power outages, labor disruptions, flooding, seismic activity, rock bursts, accidents relating to historical workings, landslides and periodic interruptions due to inclement or hazardous weather conditions.","[9, 14]",0
xpl,2016-03,"Consequently, if we are successful in acquiring any new opportunities and our estimates prove to be in error, either through miscalculations or changing market conditions, this could have a material adverse effect on our financial position or results of operations.","[1, 9]",0
mux,2009-03,"In the past, that country has been subject to political instability, changes and uncertainties which may cause changes to existing government regulations affecting mineral exploration and mining activities.","[5, 12]",0
vgz,2020-02,"We are subject to changing rules and regulations promulgated by a number of governmental and self-regulated organizations, including the British Columbia Securities Commission, the SEC, the Toronto Stock Exchange (the TSX), the NYSE American, and the Financial Accounting Standards Board.","[2, 3, 12]",0
scco,2020-02,Metals exploration is highly speculative in nature.,[1],0
usau,2014-07,"Currently, the Company does not hedge its foreign currency risks, but could do so in the future.",[5],0
uuuu,2021-03,This lack of insurance coverage could result in material economic harm to us.,[9],0
uec,2016-10,"A loss of service from any one of these individuals may adversely affect our operations, and we may have difficulty or may not be able to locate and hire a suitable replacement.",[8],0
hcc,2021-02,"For example, it could: restrict us from making strategic acquisitions, engaging in development activities, introducing new technologies or exploiting business opportunities; cause us to make non-strategic divestitures; require us to dedicate a substantial portion of our cash flow from operations to the repayment of our indebtedness, thereby reducing funds available to us for other purposes, including the payment of quarterly dividends or any special dividends, as well as engaging in any stock repurchases; limit our flexibility in planning for, or reacting to, changes in our operations or business; limit our ability to raise additional capital for working capital, capital expenditures, operations, debt service requirements, strategic initiatives or other purposes; limit, along with the financial and other restrictive covenants in our indebtedness, among other things, our ability to borrow additional funds or dispose of assets; prevent us from raising the funds necessary to repurchase all of the Notes tendered to us upon the occurrence of certain changes of control, which failure to repurchase would constitute a default under the indenture governing the Notes; make it more difficult for us to satisfy our obligations with respect to our indebtedness, including the Notes, and any failure to comply with the obligations of any of our debt instruments, including restrictive covenants and borrowing conditions, could result in an event of default under the indenture governing the Notes and the agreements governing other indebtedness; make us more highly leveraged than some of our competitors, which may place us at a competitive disadvantage; make us more vulnerable to downturns in our business or the economy; or expose us to the risk of increased interest rates, as certain of our borrowings, including borrowings under the ABL Facility, are at variable rates of interest and are based upon benchmarks that are subject to potential change or elimination, including as a result of the FCA Announcement (as defined below).","[0, 1, 3, 8]",0
